PACKAGE,ID,NAME,SERVICE,CHECKID,TEST_PASSED,"VALUE",IGNORE_FAILURE,RAGSTATUS
AcmeSecurityHelper,SP1,Stateless,AcmeSecurityHelper.Pub:decryptMessage,SP1.1,true,"true",false,1
AcmeSecurityHelper,SP1,Stateless,AcmeSecurityHelper.Pub:encryptMessage,SP1.2,true,"true",false,1
AcmeSecurityHelper,SP1,Stateless,AcmeSecurityHelper.SecurityProvider:base64Decode,SP1.3,true,"true",false,1
AcmeSecurityHelper,SP1,Stateless,AcmeSecurityHelper.SecurityProvider:base64Encode,SP1.4,true,"true",false,1
AcmeSecurityHelper,SP1,Stateless,AcmeSecurityHelper.SecurityProvider:decryptMessage,SP1.5,true,"true",false,1
AcmeSecurityHelper,SP1,Stateless,AcmeSecurityHelper.SecurityProvider:encryptMessage,SP1.6,true,"true",false,1
AcmeSecurityHelper,SP1,Stateless,AcmeSecurityHelper.SecurityProvider:loadKey,SP1.7,true,"true",false,1
AcmeSecurityHelper,SP1,Stateless,AcmeSecurityHelper.Service:decryptMessageCached,SP1.8,true,"true",false,1
AcmeSecurityHelper,SP1,Stateless,AcmeSecurityHelper.Service:encryptMessageCached,SP1.9,true,"true",false,1
AcmeSecurityHelper,SP1,Stateless,AcmeSecurityHelper.Test:testEncryption,SP1.10,true,"true",false,1
AcmeSecurityHelper,SP2,Pipeline Save Restore,AcmeSecurityHelper.Pub:decryptMessage,SP2.1,true,"true",false,1
AcmeSecurityHelper,SP2,Pipeline Save Restore,AcmeSecurityHelper.Pub:encryptMessage,SP2.2,true,"true",false,1
AcmeSecurityHelper,SP2,Pipeline Save Restore,AcmeSecurityHelper.SecurityProvider:base64Decode,SP2.3,true,"true",false,1
AcmeSecurityHelper,SP2,Pipeline Save Restore,AcmeSecurityHelper.SecurityProvider:base64Encode,SP2.4,true,"true",false,1
AcmeSecurityHelper,SP2,Pipeline Save Restore,AcmeSecurityHelper.SecurityProvider:decryptMessage,SP2.5,true,"true",false,1
AcmeSecurityHelper,SP2,Pipeline Save Restore,AcmeSecurityHelper.SecurityProvider:encryptMessage,SP2.6,true,"true",false,1
AcmeSecurityHelper,SP2,Pipeline Save Restore,AcmeSecurityHelper.SecurityProvider:loadKey,SP2.7,true,"true",false,1
AcmeSecurityHelper,SP2,Pipeline Save Restore,AcmeSecurityHelper.Service:decryptMessageCached,SP2.8,true,"true",false,1
AcmeSecurityHelper,SP2,Pipeline Save Restore,AcmeSecurityHelper.Service:encryptMessageCached,SP2.9,true,"true",false,1
AcmeSecurityHelper,SP2,Pipeline Save Restore,AcmeSecurityHelper.Test:testEncryption,SP2.10,true,"true",false,1
AcmeSecurityHelper,FQ1,Pipeline Services,AcmeSecurityHelper.Pub:decryptMessage,FQ1.1,true,"No matching services",false,1
AcmeSecurityHelper,FQ1,Pipeline Services,AcmeSecurityHelper.Pub:encryptMessage,FQ1.2,true,"No matching services",false,1
AcmeSecurityHelper,FQ1,Pipeline Services,AcmeSecurityHelper.Service:decryptMessageCached,FQ1.3,true,"No matching services",false,1
AcmeSecurityHelper,FQ1,Pipeline Services,AcmeSecurityHelper.Service:encryptMessageCached,FQ1.4,true,"No matching services",false,1
AcmeSecurityHelper,FQ1,Pipeline Services,AcmeSecurityHelper.Test:testEncryption,FQ1.5,true,"No matching services",false,1
AcmeSecurityHelper,FQ3_v9,Deprecated Services (v9),AcmeSecurityHelper.Pub:decryptMessage,FQ3_v9.1,true,"No matching services",false,1
AcmeSecurityHelper,FQ3_v9,Deprecated Services (v9),AcmeSecurityHelper.Pub:encryptMessage,FQ3_v9.2,true,"No matching services",false,1
AcmeSecurityHelper,FQ3_v9,Deprecated Services (v9),AcmeSecurityHelper.Service:decryptMessageCached,FQ3_v9.3,true,"No matching services",false,1
AcmeSecurityHelper,FQ3_v9,Deprecated Services (v9),AcmeSecurityHelper.Service:encryptMessageCached,FQ3_v9.4,true,"No matching services",false,1
AcmeSecurityHelper,FQ3_v9,Deprecated Services (v9),AcmeSecurityHelper.Test:testEncryption,FQ3_v9.5,true,"No matching services",false,1
AcmeSecurityHelper,FQ4,Disabled Services,AcmeSecurityHelper.Pub:decryptMessage,FQ4.1,true,"count(//*[@DISABLED='true'])=0",false,1
AcmeSecurityHelper,FQ4,Disabled Services,AcmeSecurityHelper.Pub:encryptMessage,FQ4.2,true,"count(//*[@DISABLED='true'])=0",false,1
AcmeSecurityHelper,FQ4,Disabled Services,AcmeSecurityHelper.Service:decryptMessageCached,FQ4.3,true,"count(//*[@DISABLED='true'])=0",false,1
AcmeSecurityHelper,FQ4,Disabled Services,AcmeSecurityHelper.Service:encryptMessageCached,FQ4.4,true,"count(//*[@DISABLED='true'])=0",false,1
AcmeSecurityHelper,FQ4,Disabled Services,AcmeSecurityHelper.Test:testEncryption,FQ4.5,true,"count(//*[@DISABLED='true'])=0",false,1
AcmeSecurityHelper,FQ5,Use of Pub.Storage,AcmeSecurityHelper.Pub:decryptMessage,FQ5.1,true,"pub.storage.*",false,1
AcmeSecurityHelper,FQ5,Use of Pub.Storage,AcmeSecurityHelper.Pub:encryptMessage,FQ5.2,true,"pub.storage.*",false,1
AcmeSecurityHelper,FQ5,Use of Pub.Storage,AcmeSecurityHelper.Service:decryptMessageCached,FQ5.3,true,"pub.storage.*",false,1
AcmeSecurityHelper,FQ5,Use of Pub.Storage,AcmeSecurityHelper.Service:encryptMessageCached,FQ5.4,true,"pub.storage.*",false,1
AcmeSecurityHelper,FQ5,Use of Pub.Storage,AcmeSecurityHelper.Test:testEncryption,FQ5.5,true,"pub.storage.*",false,1
AcmeSecurityHelper,FQ6,Debug Log,AcmeSecurityHelper.Pub:decryptMessage,FQ6.1,true,"pub.flow:debugLog",false,1
AcmeSecurityHelper,FQ6,Debug Log,AcmeSecurityHelper.Pub:encryptMessage,FQ6.2,true,"pub.flow:debugLog",false,1
AcmeSecurityHelper,FQ6,Debug Log,AcmeSecurityHelper.Service:decryptMessageCached,FQ6.3,true,"pub.flow:debugLog",false,1
AcmeSecurityHelper,FQ6,Debug Log,AcmeSecurityHelper.Service:encryptMessageCached,FQ6.4,true,"pub.flow:debugLog",false,1
AcmeSecurityHelper,FQ6,Debug Log,AcmeSecurityHelper.Test:testEncryption,FQ6.5,true,"pub.flow:debugLog",false,1
AcmeSecurityHelper,FQ8,Connections Package,Connections,FQ8.1,true,"No connections exist in package",false,1
AcmeSecurityHelper,FQ9,FTP Timeout,AcmeSecurityHelper.Pub:decryptMessage,FQ9.1,true,"count(//MAPINVOKE[@SERVICE='pub.client.ftp:login' and not(//@FIELD='/timeout;1;0')])=0",false,1
AcmeSecurityHelper,FQ9,FTP Timeout,AcmeSecurityHelper.Pub:encryptMessage,FQ9.2,true,"count(//MAPINVOKE[@SERVICE='pub.client.ftp:login' and not(//@FIELD='/timeout;1;0')])=0",false,1
AcmeSecurityHelper,FQ9,FTP Timeout,AcmeSecurityHelper.Service:decryptMessageCached,FQ9.3,true,"count(//MAPINVOKE[@SERVICE='pub.client.ftp:login' and not(//@FIELD='/timeout;1;0')])=0",false,1
AcmeSecurityHelper,FQ9,FTP Timeout,AcmeSecurityHelper.Service:encryptMessageCached,FQ9.4,true,"count(//MAPINVOKE[@SERVICE='pub.client.ftp:login' and not(//@FIELD='/timeout;1;0')])=0",false,1
AcmeSecurityHelper,FQ9,FTP Timeout,AcmeSecurityHelper.Test:testEncryption,FQ9.5,true,"count(//MAPINVOKE[@SERVICE='pub.client.ftp:login' and not(//@FIELD='/timeout;1;0')])=0",false,1
AcmeSecurityHelper,FQ12,Unauthorised Access/Orphaned,AcmeSecurityHelper.Pub:decryptMessage,FQ12.1,false,"No invocations Found",true,0
AcmeSecurityHelper,FQ12,Unauthorised Access/Orphaned,AcmeSecurityHelper.Pub:encryptMessage,FQ12.2,false,"No invocations Found",true,0
AcmeSecurityHelper,FQ12,Unauthorised Access/Orphaned,AcmeSecurityHelper.SecurityProvider:base64Decode,FQ12.3,false,"No invocations Found",true,0
AcmeSecurityHelper,FQ12,Unauthorised Access/Orphaned,AcmeSecurityHelper.SecurityProvider:base64Encode,FQ12.4,false,"No invocations Found",true,0
AcmeSecurityHelper,FQ12,Unauthorised Access/Orphaned,AcmeSecurityHelper.SecurityProvider:decryptMessage,FQ12.5,false,"No invocations Found",true,0
AcmeSecurityHelper,FQ12,Unauthorised Access/Orphaned,AcmeSecurityHelper.SecurityProvider:encryptMessage,FQ12.6,false,"No invocations Found",true,0
AcmeSecurityHelper,FQ12,Unauthorised Access/Orphaned,AcmeSecurityHelper.SecurityProvider:loadKey,FQ12.7,false,"No invocations Found",true,0
AcmeSecurityHelper,FQ12,Unauthorised Access/Orphaned,AcmeSecurityHelper.Service:decryptMessageCached,FQ12.8,false,"No invocations Found",true,0
AcmeSecurityHelper,FQ12,Unauthorised Access/Orphaned,AcmeSecurityHelper.Service:encryptMessageCached,FQ12.9,false,"No invocations Found",true,0
AcmeSecurityHelper,FQ12,Unauthorised Access/Orphaned,AcmeSecurityHelper.Test:testEncryption,FQ12.10,false,"No invocations Found",true,0
AcmeSecurityHelper,FQ13,Branch without switch or evaluate labels,AcmeSecurityHelper.Pub:decryptMessage,FQ13.1,true,"count(//BRANCH[not(@DISABLED)][not(@LABELEXPRESSIONS)][not(@SWITCH)])=0",false,1
AcmeSecurityHelper,FQ13,Branch without switch or evaluate labels,AcmeSecurityHelper.Pub:encryptMessage,FQ13.2,true,"count(//BRANCH[not(@DISABLED)][not(@LABELEXPRESSIONS)][not(@SWITCH)])=0",false,1
AcmeSecurityHelper,FQ13,Branch without switch or evaluate labels,AcmeSecurityHelper.Service:decryptMessageCached,FQ13.3,true,"count(//BRANCH[not(@DISABLED)][not(@LABELEXPRESSIONS)][not(@SWITCH)])=0",false,1
AcmeSecurityHelper,FQ13,Branch without switch or evaluate labels,AcmeSecurityHelper.Service:encryptMessageCached,FQ13.4,true,"count(//BRANCH[not(@DISABLED)][not(@LABELEXPRESSIONS)][not(@SWITCH)])=0",false,1
AcmeSecurityHelper,FQ13,Branch without switch or evaluate labels,AcmeSecurityHelper.Test:testEncryption,FQ13.5,true,"count(//BRANCH[not(@DISABLED)][not(@LABELEXPRESSIONS)][not(@SWITCH)])=0",false,1
AcmeSecurityHelper,FQ14,Branch on expression when child step is without specified label or $null,AcmeSecurityHelper.Pub:decryptMessage,FQ14.1,true,"count(//BRANCH[not(@DISABLED) and @LABELEXPRESSIONS="true"]/*[not(@DISABLED) and ((not(@NAME) or @NAME='$null') and (not(local-name()='COMMENT')))])=0",false,1
AcmeSecurityHelper,FQ14,Branch on expression when child step is without specified label or $null,AcmeSecurityHelper.Pub:encryptMessage,FQ14.2,true,"count(//BRANCH[not(@DISABLED) and @LABELEXPRESSIONS="true"]/*[not(@DISABLED) and ((not(@NAME) or @NAME='$null') and (not(local-name()='COMMENT')))])=0",false,1
AcmeSecurityHelper,FQ14,Branch on expression when child step is without specified label or $null,AcmeSecurityHelper.Service:decryptMessageCached,FQ14.3,true,"count(//BRANCH[not(@DISABLED) and @LABELEXPRESSIONS="true"]/*[not(@DISABLED) and ((not(@NAME) or @NAME='$null') and (not(local-name()='COMMENT')))])=0",false,1
AcmeSecurityHelper,FQ14,Branch on expression when child step is without specified label or $null,AcmeSecurityHelper.Service:encryptMessageCached,FQ14.4,true,"count(//BRANCH[not(@DISABLED) and @LABELEXPRESSIONS="true"]/*[not(@DISABLED) and ((not(@NAME) or @NAME='$null') and (not(local-name()='COMMENT')))])=0",false,1
AcmeSecurityHelper,FQ14,Branch on expression when child step is without specified label or $null,AcmeSecurityHelper.Test:testEncryption,FQ14.5,true,"count(//BRANCH[not(@DISABLED) and @LABELEXPRESSIONS="true"]/*[not(@DISABLED) and ((not(@NAME) or @NAME='$null') and (not(local-name()='COMMENT')))])=0",false,1
AcmeSecurityHelper,FQ15,Exit Node From Specification,AcmeSecurityHelper.Pub:decryptMessage,FQ15.1,true,"count( //EXIT[not(@FROM) or (FROM and @FROM!='')][not(@DISABLED)] )=0",false,1
AcmeSecurityHelper,FQ15,Exit Node From Specification,AcmeSecurityHelper.Pub:encryptMessage,FQ15.2,true,"count( //EXIT[not(@FROM) or (FROM and @FROM!='')][not(@DISABLED)] )=0",false,1
AcmeSecurityHelper,FQ15,Exit Node From Specification,AcmeSecurityHelper.Service:decryptMessageCached,FQ15.3,true,"count( //EXIT[not(@FROM) or (FROM and @FROM!='')][not(@DISABLED)] )=0",false,1
AcmeSecurityHelper,FQ15,Exit Node From Specification,AcmeSecurityHelper.Service:encryptMessageCached,FQ15.4,true,"count( //EXIT[not(@FROM) or (FROM and @FROM!='')][not(@DISABLED)] )=0",false,1
AcmeSecurityHelper,FQ15,Exit Node From Specification,AcmeSecurityHelper.Test:testEncryption,FQ15.5,true,"count( //EXIT[not(@FROM) or (FROM and @FROM!='')][not(@DISABLED)] )=0",false,1
AcmeSecurityHelper,FQ16,Branch step must have child nodes,AcmeSecurityHelper.Pub:decryptMessage,FQ16.1,true,"count(//BRANCH[count(./*[local-name()!='COMMENT'])=0])=0",false,1
AcmeSecurityHelper,FQ16,Branch step must have child nodes,AcmeSecurityHelper.Pub:encryptMessage,FQ16.2,true,"count(//BRANCH[count(./*[local-name()!='COMMENT'])=0])=0",false,1
AcmeSecurityHelper,FQ16,Branch step must have child nodes,AcmeSecurityHelper.Service:decryptMessageCached,FQ16.3,true,"count(//BRANCH[count(./*[local-name()!='COMMENT'])=0])=0",false,1
AcmeSecurityHelper,FQ16,Branch step must have child nodes,AcmeSecurityHelper.Service:encryptMessageCached,FQ16.4,true,"count(//BRANCH[count(./*[local-name()!='COMMENT'])=0])=0",false,1
AcmeSecurityHelper,FQ16,Branch step must have child nodes,AcmeSecurityHelper.Test:testEncryption,FQ16.5,true,"count(//BRANCH[count(./*[local-name()!='COMMENT'])=0])=0",false,1
AcmeSecurityHelper,FQ17,Loop step must have child nodes,AcmeSecurityHelper.Pub:decryptMessage,FQ17.1,true,"count(//LOOP[count(./*[local-name()!='COMMENT'])=0])=0",false,1
AcmeSecurityHelper,FQ17,Loop step must have child nodes,AcmeSecurityHelper.Pub:encryptMessage,FQ17.2,true,"count(//LOOP[count(./*[local-name()!='COMMENT'])=0])=0",false,1
AcmeSecurityHelper,FQ17,Loop step must have child nodes,AcmeSecurityHelper.Service:decryptMessageCached,FQ17.3,true,"count(//LOOP[count(./*[local-name()!='COMMENT'])=0])=0",false,1
AcmeSecurityHelper,FQ17,Loop step must have child nodes,AcmeSecurityHelper.Service:encryptMessageCached,FQ17.4,true,"count(//LOOP[count(./*[local-name()!='COMMENT'])=0])=0",false,1
AcmeSecurityHelper,FQ17,Loop step must have child nodes,AcmeSecurityHelper.Test:testEncryption,FQ17.5,true,"count(//LOOP[count(./*[local-name()!='COMMENT'])=0])=0",false,1
AcmeSecurityHelper,FQ18,Repeat step must have child nodes,AcmeSecurityHelper.Pub:decryptMessage,FQ18.1,true,"count(//RETRY[count(./*[local-name()!='COMMENT'])=0])=0",false,1
AcmeSecurityHelper,FQ18,Repeat step must have child nodes,AcmeSecurityHelper.Pub:encryptMessage,FQ18.2,true,"count(//RETRY[count(./*[local-name()!='COMMENT'])=0])=0",false,1
AcmeSecurityHelper,FQ18,Repeat step must have child nodes,AcmeSecurityHelper.Service:decryptMessageCached,FQ18.3,true,"count(//RETRY[count(./*[local-name()!='COMMENT'])=0])=0",false,1
AcmeSecurityHelper,FQ18,Repeat step must have child nodes,AcmeSecurityHelper.Service:encryptMessageCached,FQ18.4,true,"count(//RETRY[count(./*[local-name()!='COMMENT'])=0])=0",false,1
AcmeSecurityHelper,FQ18,Repeat step must have child nodes,AcmeSecurityHelper.Test:testEncryption,FQ18.5,true,"count(//RETRY[count(./*[local-name()!='COMMENT'])=0])=0",false,1
AcmeSecurityHelper,FQ21,Loop must have an input array provided,AcmeSecurityHelper.Pub:decryptMessage,FQ21.1,true,"count(//LOOP[not(@IN-ARRAY)][not(@DISABLED)])=0",false,1
AcmeSecurityHelper,FQ21,Loop must have an input array provided,AcmeSecurityHelper.Pub:encryptMessage,FQ21.2,true,"count(//LOOP[not(@IN-ARRAY)][not(@DISABLED)])=0",false,1
